emp_no,first_name,second_name,birth_date,wage,hire_date
8666,Robin,Garcia,1995-07-10,818.78,2021-11-29
8667,Michael,Payne,1998-11-24,64284.39,2020-07-13
8668,Robyn,Hernandez,1992-05-04,19420.71,2019-01-26
8669,Robert,Mckinney,1991-12-04,68528.59,2021-05-01
8670,Patricia,Luna,1991-09-11,80587.59,2021-05-11
8671,Christopher,Scott,1990-12-01,5843.05,2018-01-13
8672,Carlos,Allison,1987-10-24,12373.27,2021-07-15
8673,Kenneth,Patterson,1978-11-03,24303.1,2018-10-08
8674,Christopher,Payne,1991-12-04,60867.29,2020-05-28
8675,Pamela,Bell,1995-04-13,80137.13,2018-01-12
8676,Sabrina,Cuevas,1985-03-28,52893.26,2020-03-03
8677,Natasha,Knight,1979-02-27,43662.05,2019-05-04
8678,Martha,Rios,1992-06-03,81424.33,2020-07-28
8679,Rebecca,Powell,1982-03-16,75074.15,2019-12-31
8680,Charles,Lewis,1983-05-20,88047.69,2020-04-02
8681,Jesus,Farmer,1978-06-13,89620.54,2020-09-04
8682,Teresa,Hicks,1993-11-07,85508.7,2018-07-20
8683,Thomas,Hall,1987-07-18,18277.76,2021-05-28
8684,Daniel,Lucas,1981-01-29,6334.5,2020-01-11
8685,Rebecca,Parker,1997-07-10,93472.37,2021-03-19
8686,James,Russell,1992-01-09,11343.76,2021-08-16
8687,Stephen,Patterson,1994-11-08,96260.11,2019-11-16
8688,Kathy,West,1987-06-23,22164.09,2021-09-08
8689,Nicholas,Pearson,1977-06-01,86035.31,2019-01-14
8690,Laura,Santos,1978-01-30,8542.87,2019-06-15
8691,Marie,Rubio,1986-05-19,10725.85,2020-06-09
8692,Andrew,Santiago,1997-04-08,8262.71,2019-05-08
8693,Kevin,Hall,1986-07-03,13962.81,2019-04-15
8694,Becky,Aguilar,1987-11-25,40666.02,2019-09-04
8695,John,Allen,1991-05-16,45104.31,2020-05-05
8696,Mr.,Russell,1990-01-14,51195.45,2018-06-28
8697,Janet,Walls,1999-03-21,36585.91,2020-10-26
8698,Nathan,Hendricks,1988-09-08,16863.89,2021-01-01
8699,Samantha,Lambert,1980-12-08,51500.5,2019-10-23
8700,Marco,Moore,1982-02-03,41987.2,2020-01-23
8701,Alex,Daniels,1984-12-13,1437.27,2021-08-11
8702,David,Jones,1978-05-18,89027.44,2021-04-06
8703,Samantha,Hunter,1991-02-11,66196.62,2018-11-20
8704,Brittney,Robertson,1988-03-15,81238.62,2020-09-27
8705,Christopher,Roberts,1989-09-05,31010.8,2019-08-14
8706,Anne,Rojas,1982-06-27,14751.28,2019-08-07
8707,Chad,Boyd,1997-02-14,8734.44,2019-04-25
8708,Kathleen,Martinez,2000-06-01,26106.01,2018-10-26
8709,Steve,Perez,1978-04-30,61350.74,2018-11-24
8710,Eric,Ellis,1984-11-05,31415.05,2018-05-27
8711,Lee,Harrington,1987-04-11,28745.48,2018-03-08
8712,Richard,Jackson,1986-03-24,71146.44,2019-10-22
8713,Danielle,Dalton,1995-11-28,70862.38,2019-07-03
8714,Cheryl,Brown,1977-05-11,82481.33,2018-10-23
8715,Jaime,Lee,1985-02-05,60932.86,2019-05-26
8716,Vanessa,Bell,1996-07-10,63900.05,2020-05-29
8717,Bonnie,Patel,1985-12-08,85016.61,2019-10-18
8718,Dr.,Tammie,1986-10-23,99718.46,2020-11-20
8719,George,Guzman,1997-01-08,18817.14,2018-07-31
8720,Dwayne,Moore,1998-06-29,43257.4,2021-08-26
8721,William,Ray,1985-02-21,90286.3,2018-12-10
8722,Heidi,Wood,1980-08-22,72092.19,2019-12-25
8723,Laura,Williams,1992-07-23,36322.0,2019-05-11
8724,Robert,Johnston,1978-04-11,5248.42,2018-04-21
8725,Michael,Pearson,1993-02-13,10962.61,2020-10-12
8726,Victoria,Mccarthy,1999-09-10,8526.06,2019-03-02
8727,Stephanie,Griffin,1995-12-31,70394.66,2019-03-24
8728,Miguel,Compton,1991-11-04,64514.77,2019-07-08
8729,Thomas,Cain,1998-11-27,89471.06,2021-12-31
8730,Samuel,Tucker,1993-09-10,34850.83,2018-03-26
8731,Edward,Spence,1983-01-19,12265.43,2020-12-10
8732,Tracy,Turner,1988-02-23,38210.27,2019-06-19
8733,David,Walter,1984-06-11,45180.3,2018-08-16
8734,Melanie,Costa,1994-02-02,37796.45,2020-11-02
8735,Christopher,Dominguez,1978-12-11,26678.56,2021-08-01
8736,Kayla,Morse,1987-11-18,29370.48,2019-02-07
8737,Mrs.,Tracy,1993-09-25,32685.83,2018-09-18
8738,Gloria,Glenn,1995-01-23,64929.57,2019-07-13
8739,Patrick,Marquez,1981-03-12,52132.8,2020-04-29
8740,Shane,Taylor,1979-06-09,71689.04,2020-10-13
8741,Justin,Murray,1984-12-16,94550.88,2019-08-04
8742,Kristin,Landry,1989-08-15,13838.59,2021-04-12
8743,Ryan,Horton,1990-10-12,16377.26,2020-03-11
8744,Leon,Torres,1987-12-04,14856.94,2021-09-04
8745,Haley,Kramer,1982-02-03,5518.25,2020-01-17
8746,Lisa,Hernandez,1990-06-09,67245.87,2020-10-29
8747,James,Sanchez,1990-07-07,61216.93,2019-12-01
8748,Veronica,Navarro,1999-08-16,50979.94,2020-06-07
8749,Michael,Carter,1982-07-10,60134.08,2019-10-12
8750,Jacob,Richardson,1987-07-26,67452.0,2020-01-25
8751,Ann,White,1993-02-21,73380.9,2019-05-06
8752,Robert,Ali,1982-04-02,92914.38,2020-08-06
8753,Roger,Price,1998-05-26,94918.91,2019-04-26
8754,Joshua,Wright,1990-10-12,97575.17,2018-02-19
8755,Deborah,Jimenez,1983-07-02,19961.38,2021-06-10
8756,Jennifer,Mclaughlin,1980-04-20,60366.4,2021-03-27
8757,Ryan,White,1996-04-23,32338.09,2018-07-31
8758,Shawn,Lee,1996-08-28,35605.5,2018-11-03
8759,Tanya,Rodriguez,1995-05-09,60825.97,2018-11-19
8760,Derek,Hill,1989-10-24,69386.71,2018-01-23
8761,Morgan,Kane,1995-07-07,85879.58,2021-06-21
8762,Crystal,Berry,1979-10-22,16987.11,2018-09-10
8763,Nathan,Miller,1995-02-04,91457.8,2020-04-20
8764,Lauren,Harris,1995-05-29,92105.1,2021-07-05
8765,Kaylee,Jones,2000-03-02,70286.88,2018-11-02
8766,Cristian,Montoya,1997-12-11,67734.35,2020-03-10
8767,Scott,Smith,1989-11-19,14389.7,2019-11-13
8768,Maria,Robinson,1997-03-25,66160.07,2021-08-02
8769,Melanie,Miller,1992-06-24,37504.75,2021-02-20
8770,Jamie,Crawford,1977-02-24,91070.41,2019-09-21
8771,David,Barrett,1993-07-24,34400.44,2019-04-03
8772,Manuel,Blake,1992-10-07,89737.63,2020-06-27
8773,Erica,Garcia,2000-03-01,75736.21,2019-02-26
8774,Dominic,Johnson,1978-04-16,72326.16,2020-04-06
8775,Alexis,Preston,1983-02-08,17482.8,2019-06-27
8776,Roberta,Gardner,1994-02-15,752.28,2020-04-23
8777,Melissa,Morales,1985-08-03,73915.46,2019-06-03
8778,Carla,Dunn,1992-10-26,18366.73,2018-03-15
8779,Luke,Rowland,1992-07-17,3841.46,2018-05-01
8780,Stephanie,Stewart,1992-06-13,82891.93,2021-03-21
8781,Chris,Sanchez,1993-02-25,43738.0,2019-08-21
8782,Alexandra,Dean,1982-06-29,92708.61,2020-07-13
8783,Jackie,Weiss,1977-12-31,86482.32,2021-05-04
8784,Derek,Berry,1990-01-26,32912.43,2018-08-09
8785,Charles,Waters,1995-05-15,36388.43,2021-03-31
8786,Donna,Dawson,1986-12-08,38075.97,2019-03-07
8787,Sylvia,Benson,1985-01-03,85283.63,2019-01-27
8788,Debra,Young,1980-03-05,27799.55,2020-10-12
8789,Brenda,Grant,1997-09-27,72338.91,2018-11-23
8790,Belinda,Matthews,1989-12-26,24533.59,2019-02-13
8791,Francisco,Patel,1999-11-21,34114.23,2019-08-15
8792,Kristina,Kidd,1990-11-14,97721.43,2020-11-09
8793,Michelle,Cook,1983-01-22,45930.82,2018-05-18
8794,Bryan,Travis,1978-02-09,99857.18,2021-08-06
8795,Aaron,Rose,1991-09-22,12110.79,2021-11-20
8796,Joshua,Chavez,1989-08-27,24911.65,2019-12-19
8797,Brittany,Lewis,1996-03-01,96854.04,2019-05-12
8798,Alexis,Park,1992-05-07,94816.81,2020-03-16
8799,Christian,Miller,1985-01-13,96874.35,2018-11-22
8800,Jeffrey,James,1985-11-24,77906.2,2019-12-28
8801,Lorraine,Smith,1989-05-23,66635.08,2019-07-29
8802,Kyle,Smith,1998-06-08,30413.14,2021-10-18
8803,Lori,Coleman,1998-08-11,22523.29,2020-03-09
8804,Chelsea,James,1994-10-21,21118.7,2018-09-28
8805,James,Delgado,1978-07-25,43647.53,2018-06-09
8806,Meagan,Wong,1987-01-19,69355.56,2018-08-02
8807,Michelle,Crawford,1986-05-01,86760.52,2018-03-22
8808,Russell,Morris,1989-07-23,86783.28,2019-03-27
8809,Gregory,Holt,2000-01-10,72022.88,2020-12-01
8810,Timothy,Gonzalez,1978-10-24,54533.37,2018-09-19
8811,Brett,Bryant,1999-11-26,87601.51,2019-09-03
8812,Teresa,Cobb,1987-03-15,40170.8,2020-02-28
8813,Kirsten,Carpenter,1986-10-29,72905.46,2020-03-25
8814,Anita,Clark,1988-11-06,79074.34,2018-12-10
8815,Thomas,Carroll,1978-07-02,48550.62,2021-11-27
8816,Debra,Galvan,1980-08-09,17683.51,2018-12-13
8817,Alicia,Davis,1987-11-12,9012.95,2020-11-21
8818,Dustin,Hayes,1977-11-30,68901.99,2020-07-18
8819,Leslie,Martinez,1997-11-20,72211.31,2019-10-17
8820,Samuel,Wu,1990-02-13,33998.06,2019-01-09
8821,Mary,Dominguez,1980-02-14,64795.74,2021-04-28
8822,Dean,Brown,1995-03-07,55319.67,2019-01-27
8823,Jessica,Woods,1993-10-24,34731.92,2018-10-06
8824,Lisa,Parker,1978-11-30,3665.06,2018-03-31
8825,Larry,Yates,1991-04-29,11032.12,2019-11-20
8826,James,Drake,1983-07-26,49333.0,2019-09-27
8827,David,Davis,1999-03-08,25125.69,2020-04-07
8828,Robert,Flores,1977-11-16,68558.43,2020-06-06
8829,Danielle,Edwards,1994-12-10,58700.5,2021-02-05
8830,Kevin,Rogers,1993-05-21,83015.84,2019-07-27
8831,Ray,Wheeler,1987-04-07,59413.49,2021-10-25
8832,Justin,Norris,1988-05-31,96627.18,2020-06-09
8833,Angela,Contreras,1989-08-20,4006.35,2018-09-19
8834,Brianna,Garcia,1981-05-14,85106.21,2020-12-20
8835,James,Bowen,1997-11-29,23510.13,2019-04-18
8836,Jennifer,Harrison,1990-04-12,25479.1,2021-12-16
8837,Dr.,Virginia,1997-04-16,10839.44,2020-05-18
8838,Donald,Pineda,1984-07-14,8979.69,2021-03-09
8839,Vincent,Banks,1998-12-09,46031.56,2020-11-27
8840,Nicholas,Smith,1987-12-06,35476.68,2020-08-24
8841,Tanner,Galvan,1985-09-20,52710.62,2018-05-20
8842,Sherri,Hensley,1999-02-28,43765.03,2021-09-13
8843,Leslie,Ortiz,1994-02-28,57097.31,2019-03-21
8844,Adam,Guzman,1977-10-04,76245.3,2021-09-25
8845,Daniel,Tran,1999-05-02,98840.08,2018-08-27
8846,Nathan,Mcguire,1981-08-26,30021.78,2018-06-02
8847,Sara,Hampton,1981-07-05,43038.55,2021-08-10
8848,Douglas,King,1995-09-15,6035.13,2018-07-29
8849,Sean,Williams,1996-06-05,26806.42,2018-10-19
8850,Christine,Schroeder,1988-12-05,36865.09,2019-12-09
8851,Amy,Johnson,1981-04-08,44665.22,2019-07-24
8852,David,Burton,1989-02-18,11833.34,2021-07-18
8853,Christopher,Wood,1979-04-25,53417.42,2021-01-12
8854,Andrea,Graham,1977-03-02,6083.88,2021-04-04
8855,Alicia,Byrd,1978-06-26,99849.19,2020-01-05
8856,Richard,Torres,1990-07-09,84690.68,2021-03-26
8857,Todd,Love,1982-08-11,4000.65,2019-04-01
8858,Kristin,Perkins,1997-01-23,59606.69,2019-03-16
8859,Maria,Young,1993-10-04,60548.98,2019-01-14
8860,Amanda,Rivas,1985-12-20,67268.96,2020-09-04
8861,Cindy,Morales,1982-04-02,55096.27,2018-08-06
8862,Bryan,Hawkins,1991-04-02,98756.71,2018-09-26
8863,Joshua,Hendrix,1984-09-22,92709.94,2021-01-22
8864,Laura,Smith,1998-03-06,3138.14,2019-05-29
8865,Doris,Lin,1995-07-14,88517.85,2020-04-20
8866,Bryan,Waller,1991-05-27,19757.04,2019-12-18
8867,Shawn,Bailey,1982-11-07,94289.37,2021-08-08
8868,Bruce,Jordan,1977-05-05,48378.09,2020-02-16
8869,David,Johnson,1985-04-09,46511.87,2018-08-18
8870,Kaitlin,Hill,1982-06-20,16575.31,2018-09-30
8871,James,Jones,1996-06-11,45326.61,2018-03-05
8872,Matthew,Houston,1994-02-27,52816.49,2018-05-02
8873,Luke,Weaver,1977-06-23,99869.13,2018-10-14
8874,Julia,Garcia,1984-11-08,294.72,2021-09-28
8875,Brianna,Carlson,1982-06-29,7573.25,2021-03-23
8876,Michael,Stevens,1994-08-16,21051.97,2019-11-28
8877,Brandon,Vega,1986-03-17,57544.47,2020-05-07
8878,Antonio,Allen,1999-10-23,77781.22,2018-08-22
8879,Cameron,Hernandez,1996-01-08,63635.99,2020-04-26
8880,Pamela,Patel,1997-08-03,6818.08,2020-11-27
8881,David,White,1986-06-27,66972.86,2020-11-13
8882,Jeffery,Gray,1994-08-04,44909.9,2020-01-15
8883,James,Alvarez,1985-09-25,42697.53,2019-03-08
8884,Megan,Shelton,1985-03-24,5078.8,2019-07-03
8885,Jonathan,Luna,1993-09-16,19297.38,2018-08-04
8886,Henry,Shaw,1980-06-23,81731.82,2021-10-28
8887,Amanda,Cooper,1983-10-08,92909.9,2018-03-21
8888,Natalie,Thompson,1996-07-12,75344.08,2018-10-03
8889,Robert,Banks,1994-01-12,81126.9,2020-01-29
8890,Christopher,Patel,1981-04-16,2696.69,2020-09-18
8891,Nicholas,Hunt,1996-06-28,10652.46,2021-12-09
8892,Kayla,Horton,1988-10-09,46835.52,2019-12-09
8893,David,Rivera,1991-08-19,69455.01,2021-06-22
8894,Andrew,Mahoney,1992-08-18,5354.82,2019-09-06
8895,Joel,Johnson,1997-11-12,20553.79,2019-12-05
8896,Michael,Reed,1987-06-08,18934.09,2021-11-07
8897,Laura,Lloyd,1984-01-07,94051.03,2018-05-02
8898,Michael,Sandoval,1981-12-16,41116.68,2018-07-08
8899,Linda,Khan,1997-12-13,53766.57,2018-08-28
8900,Marco,Holt,1984-09-16,6121.6,2020-01-10
8901,Tamara,Nicholson,1980-09-04,1725.16,2020-11-08
8902,Nathan,Jones,1991-10-01,85502.51,2018-01-19
8903,Beth,Campbell,1977-11-21,34857.28,2019-04-29
8904,Matthew,Miller,1980-11-15,66373.15,2019-06-28
8905,Tiffany,House,1978-11-24,82887.5,2020-12-09
8906,Robert,Alexander,1981-07-28,32541.49,2021-01-22
8907,Jennifer,Brown,1995-02-15,27822.73,2020-12-15
8908,Laura,Sanders,1979-11-02,43000.76,2019-07-24
8909,Daniel,Dennis,1995-10-21,35066.15,2018-06-07
8910,Jonathan,Andrews,1989-01-28,18988.22,2018-06-02
8911,Andrew,Lopez,1996-06-06,87361.77,2018-04-01
8912,Leslie,Phillips,1987-04-22,10608.07,2021-02-14
8913,David,Nguyen,1997-05-21,53901.62,2019-07-14
8914,Adam,Castro,1990-11-23,49217.1,2021-01-31
8915,Christina,Ramsey,1988-03-21,5264.29,2018-07-16
8916,Stephen,Jackson,1979-11-26,98524.45,2019-06-15
8917,Timothy,Mata,1988-01-05,96954.47,2019-05-17
8918,Justin,Perry,1992-12-22,15679.82,2021-10-25
8919,Angela,Harris,1977-06-22,42087.07,2019-11-05
8920,Crystal,Johnson,1987-12-31,38276.17,2021-03-30
8921,Dustin,Rose,1990-04-17,49597.51,2020-01-01
8922,Ashley,Williams,1993-10-20,76517.5,2019-07-20
8923,Omar,Singh,1997-07-13,70538.77,2018-10-01
8924,Kathryn,Hughes,1980-03-09,95963.15,2021-06-02
8925,Mark,Rodriguez,1997-07-09,38401.18,2018-10-29
8926,Tyler,Bartlett,1981-03-30,83083.43,2020-05-22
8927,Jimmy,Bauer,1997-04-20,33050.71,2018-11-26
8928,Ashley,Holt,1994-09-07,57482.1,2020-12-09
8929,Donald,Reyes,1986-12-09,28966.41,2020-06-04
8930,Bridget,Lutz,1988-09-11,89246.08,2019-12-19
8931,Kim,Schultz,1996-06-21,3373.89,2021-04-23
8932,Wendy,Sullivan,1990-08-18,39197.39,2018-04-30
8933,William,Mcdonald,1978-11-27,17280.54,2018-11-10
8934,Ashley,Rogers,1977-04-24,99974.25,2021-02-13
8935,Heather,Thompson,1978-10-19,40352.63,2021-11-28
8936,Brad,Davis,1981-04-20,55778.34,2018-08-13
8937,Troy,Tran,1998-06-10,51760.88,2019-03-04
8938,Michael,Gordon,1984-08-31,62870.94,2021-06-02
8939,Mary,Joseph,1979-05-22,42249.54,2021-03-13
8940,Melissa,Perry,1990-09-14,46109.21,2021-08-28
8941,Ashley,Floyd,1994-11-19,89487.79,2021-01-17
8942,Charles,Mcdaniel,1989-09-03,73883.75,2021-07-22
8943,Heather,Watson,1977-09-01,6670.88,2020-09-18
8944,Timothy,Dixon,1996-03-24,48936.4,2020-02-17
8945,Michael,Cameron,1990-02-15,82913.73,2020-08-02
8946,Kimberly,Lee,1981-03-29,73592.05,2020-05-05
8947,Thomas,Gregory,1990-08-31,78729.44,2018-09-15
8948,Isaac,Brown,1988-05-17,82480.21,2018-04-24
8949,Robert,Middleton,1997-06-27,22213.91,2019-10-30
8950,Crystal,Nelson,1984-06-16,15467.64,2019-07-22
8951,Patricia,Jackson,1995-05-27,54429.78,2019-06-12
8952,Elizabeth,Bryant,1988-10-01,54036.43,2021-06-04
8953,Patrick,Stone,1992-06-18,62712.8,2019-01-05
8954,Jaime,Boyer,1978-05-30,20421.36,2021-07-05
8955,Ariana,Rubio,1990-10-19,7287.24,2019-08-24
8956,Keith,Flores,1977-08-23,44612.45,2019-01-03
8957,Julie,Gomez,1995-08-14,50101.96,2020-12-06
8958,Christopher,Rodriguez,1977-05-08,23460.19,2019-10-03
8959,David,Taylor,1994-06-12,59311.73,2020-07-24
8960,Mark,Pearson,1997-06-17,82499.48,2020-02-08
8961,Wendy,Evans,1978-07-31,69101.22,2020-11-24
8962,Jeremy,Ross,1977-07-30,78499.91,2020-07-29
8963,Kelly,Patterson,1999-05-04,90676.28,2018-05-05
8964,Anthony,Petersen,1981-05-24,57425.08,2018-06-05
8965,Sarah,Ward,1995-09-27,49583.21,2020-10-21
8966,Alicia,Johnson,1995-01-21,95736.73,2019-03-15
8967,Mark,Williams,1997-07-28,17554.02,2019-10-14
8968,Laura,Hamilton,1983-01-13,11942.16,2019-12-19
8969,Tracy,Hines,1985-07-15,8335.41,2021-08-06
8970,Timothy,Anderson,1992-07-02,89319.36,2018-03-08
8971,Kevin,Moore,1987-07-16,28027.84,2021-08-14
8972,James,Howe,1990-07-13,102.16,2020-02-03
8973,Peter,Obrien,1982-01-10,1093.14,2019-09-07
8974,Shane,Lawson,1982-07-15,46480.77,2018-03-04
8975,Amber,Harris,1990-08-22,92925.7,2018-09-24
8976,Rebecca,Keller,1998-02-04,13432.26,2021-12-30
8977,Stephanie,James,1979-06-03,76444.69,2019-11-16
8978,Kathryn,Williams,1985-08-24,57826.63,2020-09-07
8979,Jessica,Wade,1983-11-16,27251.73,2019-11-27
8980,Melissa,Wright,1987-03-12,42170.6,2021-08-20
8981,Mrs.,Kaitlin,1999-11-07,95041.9,2019-03-11
8982,Kenneth,Tucker,1998-02-07,97319.33,2019-11-30
8983,Sherri,Nicholson,1996-04-25,91435.06,2021-07-04
8984,Andrew,Reyes,2000-02-11,1724.05,2020-10-20
8985,Heather,Ryan,1999-02-10,30652.55,2020-06-16
8986,Kevin,Richards,1982-11-08,54990.07,2020-01-31
8987,Anthony,Powell,1993-01-09,74678.36,2021-08-06
8988,David,Barrett,1987-06-09,73775.58,2018-05-01
8989,Lawrence,Burton,1991-12-22,85395.31,2020-07-24
8990,Brandon,Williams,1978-10-06,2893.41,2019-03-28
8991,Sarah,Pham,1982-07-13,80100.27,2018-03-20
8992,Tracy,Huang,1992-07-12,5882.43,2019-08-13
8993,Sharon,Hubbard,1982-02-28,11251.19,2020-10-21
8994,Jamie,Phillips,1992-08-29,51046.97,2019-03-16
8995,Jennifer,Black,1991-04-01,53696.98,2021-02-12
8996,Dawn,Garcia,1981-06-08,86035.77,2019-07-25
8997,Destiny,Huff,1978-03-28,97087.5,2020-05-08
8998,Robert,Spencer,1985-03-31,73753.92,2021-09-25
8999,Brenda,Cox,1980-04-13,7765.33,2018-06-08
9000,Brandon,Johnson,1987-06-08,53632.6,2020-01-25
9001,Louis,Bean,1997-04-29,47597.22,2019-11-01
9002,Teresa,Diaz,1985-06-21,5766.17,2021-01-08
9003,Laura,Porter,1995-03-10,68406.14,2021-07-01
9004,Andrea,Curry,1989-06-15,499.81,2021-01-22
9005,Ariana,Johnson,1977-03-14,63954.55,2021-01-23
9006,Dawn,Wright,1997-12-14,61287.16,2020-06-04
9007,Nicholas,Edwards,1984-06-04,19845.9,2019-06-14
9008,Cheryl,Williams,1978-10-31,2887.38,2019-10-29
9009,Timothy,Ruiz,1980-03-29,43716.8,2018-06-05
9010,Melissa,Ford,1994-12-03,64145.05,2020-06-01
9011,James,Vang,1995-06-12,70700.27,2019-01-28
9012,Louis,Yang,1981-06-04,75347.61,2018-10-23
9013,Ronald,Fisher,1985-04-22,53049.71,2018-10-25
9014,Bradley,Gray,1980-01-12,87358.88,2019-10-29
9015,Melissa,Peterson,1992-10-08,17988.8,2018-10-23
9016,Raymond,Serrano,1986-07-17,58721.47,2018-03-06
9017,Nicole,Ashley,1981-02-14,33161.89,2020-06-05
9018,Albert,Cruz,1996-06-19,74692.76,2021-07-18
9019,Mackenzie,Smith,1980-06-14,39418.72,2020-09-20
9020,Alison,Taylor,1990-08-03,36838.52,2019-01-05
9021,Nicole,Morrison,1986-11-24,3138.01,2020-07-11
9022,Shannon,Bass,1999-10-19,11329.53,2019-12-20
9023,Gabriel,Sanchez,1980-11-24,84759.98,2019-06-11
9024,Devin,Gomez,1999-04-14,83086.54,2019-12-31
9025,Deborah,Dyer,1978-11-20,40864.35,2019-11-25
9026,Christopher,Smith,1992-01-30,72775.3,2018-01-30
9027,Rebecca,Cooke,1980-02-21,81549.09,2018-11-05
9028,Katrina,Salas,1999-04-25,60468.35,2018-02-24
9029,Bryan,Fischer,1994-02-23,46705.86,2019-04-12
9030,Mr.,Shane,2000-04-30,4278.24,2021-11-28
9031,Matthew,Mccarthy,1987-08-15,18851.05,2019-01-09
9032,David,Arias,1980-07-05,5312.38,2020-01-07
9033,Susan,Miller,1994-03-13,81001.28,2021-04-29
9034,Cindy,Rodriguez,1998-09-12,20762.24,2021-04-12
9035,Miss,Jessica,1989-12-28,98274.69,2019-07-27
9036,Jasmine,Jenkins,1984-02-13,99415.56,2019-01-12
9037,Logan,Diaz,2000-04-01,42034.6,2021-07-01
9038,Gary,Willis,1990-07-16,35104.56,2020-12-02
9039,Carol,Skinner,1993-08-31,13604.88,2018-05-27
9040,Taylor,Nixon,1978-03-09,66606.77,2019-02-10
9041,Devin,Lindsey,1978-10-20,63261.56,2018-10-02
9042,Shawn,Jones,1990-09-21,56176.9,2019-07-14
9043,Katherine,Horn,1998-03-02,66819.41,2021-09-01
9044,Henry,Savage,1999-08-24,30293.5,2018-01-23
9045,Alison,Thompson,1984-02-10,65334.45,2021-05-17
9046,James,Knight,1991-09-20,57045.35,2020-07-22
9047,Karina,James,1984-07-12,25182.62,2021-07-21
9048,Angelica,Thomas,1995-12-23,57258.78,2019-02-10
9049,Danielle,Shah,1977-03-23,25734.96,2018-11-15
9050,Frank,Nguyen,1996-05-25,94879.49,2020-10-10
9051,David,Barker,1998-07-16,95461.52,2021-08-17
9052,Elizabeth,White,1986-08-17,19125.31,2021-10-07
9053,Roy,Vasquez,1985-04-17,47697.12,2018-01-25
9054,Brenda,Thompson,1984-05-15,96570.71,2018-08-21
9055,Melissa,Moore,1998-12-15,2197.36,2021-07-14
9056,Monica,Howe,1977-09-12,48716.9,2020-11-23
9057,Terry,Clarke,1993-10-18,96129.28,2018-05-12
9058,Jasmine,Moreno,1997-10-22,79406.68,2019-10-20
9059,Diana,Taylor,1998-04-15,98283.34,2019-05-23
9060,Ryan,Brooks,1987-11-07,7864.94,2020-05-14
9061,Anthony,Craig,1988-06-19,79781.69,2019-10-28
9062,Matthew,Morales,1982-09-28,99920.96,2020-08-06
9063,Bruce,Brown,1993-07-16,60528.12,2020-05-22
9064,Monique,Haas,1994-02-25,42869.51,2019-02-19
9065,John,Patel,1985-03-24,17276.97,2019-09-17
9066,Bonnie,Wu,1987-10-04,13116.73,2020-09-09
9067,Sarah,Brown,1983-04-11,4818.64,2018-09-29
9068,Brooke,Jones,1989-06-17,32011.69,2019-11-02
9069,Rhonda,Hawkins,1995-12-05,41199.12,2020-06-17
9070,Olivia,Thomas,1991-01-10,78796.63,2020-08-25
9071,Curtis,Carter,1989-08-21,23162.3,2020-07-23
9072,Sandra,Jones,1997-01-10,52526.8,2021-04-01
9073,Sandra,Bell,1978-08-12,10444.02,2019-10-03
9074,Lisa,White,1988-08-15,75391.56,2018-05-18
9075,Cindy,Henderson,1992-08-12,54819.93,2021-04-23
9076,Mark,Bush,1996-03-31,17797.42,2018-08-26
9077,Mikayla,Day,1981-10-13,57782.48,2018-05-15
9078,Robin,Mclaughlin,2000-02-07,95326.5,2020-04-29
9079,Matthew,Schultz,1979-05-21,16639.27,2021-12-04
9080,Rose,Lane,1991-12-24,46461.99,2021-10-24
9081,Frank,Young,1997-01-11,43436.48,2019-02-14
9082,Andrea,Washington,1988-08-16,30601.61,2020-08-23
9083,Mr.,Gregory,1997-06-21,84725.3,2019-11-12
9084,Samuel,Fernandez,1977-08-21,43027.08,2020-11-28
9085,Madeline,Holland,1996-02-24,46678.07,2020-03-20
9086,Steven,Harris,1987-03-19,11899.01,2018-11-11
9087,Cole,Moore,1978-11-12,57175.24,2020-11-10
9088,Sharon,Smith,1998-07-18,51565.01,2021-01-14
9089,Tara,Hogan,1986-09-05,60808.67,2021-12-17
9090,Ernest,Rowland,1987-10-05,32113.82,2019-08-04
9091,Robert,Jones,1986-02-27,36197.87,2019-12-15
9092,Joshua,Pugh,1985-06-19,50402.68,2021-05-21
9093,Carolyn,Leonard,1997-12-16,20812.71,2020-02-17
9094,Maria,Davis,1995-08-20,13680.95,2019-12-12
9095,Joseph,Medina,1979-05-17,10688.25,2019-09-01
9096,Suzanne,Leonard,1990-01-27,55160.19,2021-04-02
9097,Amy,Henderson,1984-02-23,53757.63,2019-11-09
9098,Shannon,Gardner,1987-11-15,16405.87,2020-08-25
9099,Latoya,Parker,1996-03-15,73515.01,2019-06-17
9100,Lisa,Sullivan,1994-08-09,13256.0,2021-05-31
9101,Sarah,Powers,1983-09-28,86409.85,2020-10-23
9102,Bridget,Murphy,1992-09-06,68903.82,2021-08-10
9103,Jennifer,Shannon,1984-03-07,40480.86,2021-07-30
9104,Sierra,Hawkins,1997-03-14,7960.32,2018-03-20
9105,Roger,Richardson,1980-08-19,81270.88,2019-05-13
9106,Mr.,Michael,1985-05-16,2866.21,2020-05-22
9107,Sydney,Brown,1996-03-30,49993.64,2021-11-02
9108,Katherine,Santos,1983-01-16,49407.26,2019-11-30
9109,Shane,Howell,1997-04-01,89247.31,2018-08-24
9110,Stephen,Austin,1979-10-26,23607.87,2020-09-20
9111,Mark,Powers,1981-05-29,53925.78,2021-08-17
9112,Leroy,Le,1997-11-28,9439.55,2018-05-22
